"","Customer_ID","Test_Variable","Outcome","Days_in_Between","State"
"2230",2230,0,0,200,NA
"2231",2231,1,1,42,"CO"
"2232",2232,1,0,200,NA
"2233",2233,0,0,200,"AL"
"2234",2234,0,0,200,NA
"2235",2235,1,0,200,"GA"
"2236",2236,1,0,200,"KS"
"2237",2237,0,0,200,"AL"
"2238",2238,1,0,200,NA
"2239",2239,0,0,200,NA
"2240",2240,1,0,200,"WV"
"2241",2241,1,0,200,NA
"2242",2242,1,0,200,NA
"2243",2243,0,0,200,"NC"
"2244",2244,1,0,200,NA
"2245",2245,0,0,200,NA
"2246",2246,0,0,200,NA
"2247",2247,1,0,200,NA
"2248",2248,0,0,200,"WY"
"2249",2249,0,0,200,NA
"2250",2250,1,0,200,NA
"2251",2251,0,0,200,"NC"
"2252",2252,1,0,200,"MN"
"2253",2253,0,0,200,NA
"2254",2254,1,1,43,"CT"
"2255",2255,0,0,200,NA
"2256",2256,0,0,200,NA
"2257",2257,1,0,200,"CA"
"2258",2258,1,0,200,"NJ"
"2259",2259,1,0,200,"MD"
"2260",2260,0,0,200,"SC"
"2261",2261,1,0,200,NA
"2262",2262,0,0,200,"VT"
"2263",2263,1,0,200,"MO"
"2264",2264,0,0,200,"TN"
"2265",2265,0,0,200,NA
"2266",2266,1,0,200,"TX"
"2267",2267,0,0,200,NA
"2268",2268,1,0,200,"WY"
"2269",2269,1,0,200,NA
"2270",2270,0,0,200,NA
"2271",2271,0,0,200,NA
"2272",2272,0,0,200,NA
"2273",2273,0,0,200,NA
"2274",2274,0,0,200,"TN"
"2275",2275,0,0,200,NA
"2276",2276,0,0,200,NA
"2277",2277,1,0,200,NA
"2278",2278,0,0,200,"WV"
"2279",2279,0,0,200,"RI"
"2280",2280,1,0,200,NA
"2281",2281,1,0,200,NA
"2282",2282,0,0,200,NA
"2283",2283,1,0,200,"PA"
"2284",2284,0,0,200,"ND"
"2285",2285,0,0,200,"NE"
"2286",2286,1,1,43,NA
"2287",2287,0,0,200,"NM"
"2288",2288,1,0,200,NA
"2289",2289,1,0,200,"PA"
"2290",2290,0,0,200,"NV"
"2291",2291,1,0,200,"MT"
"2292",2292,1,0,200,NA
"2293",2293,0,0,200,NA
"2294",2294,0,0,200,NA
"2295",2295,1,0,200,"MT"
"2296",2296,1,0,200,"WY"
"2297",2297,0,0,200,NA
"2298",2298,0,0,200,"WV"
"2299",2299,0,0,200,NA
"2300",2300,0,0,200,NA
"2301",2301,0,0,200,NA
"2302",2302,0,0,200,"WV"
"2303",2303,1,0,200,NA
"2304",2304,1,0,200,NA
"2305",2305,1,0,200,"NV"
"2306",2306,0,0,200,"NH"
"2307",2307,0,0,200,"MI"
"2308",2308,1,0,200,"AZ"
"2309",2309,1,0,200,"ND"
"2310",2310,0,0,200,"NC"
"2311",2311,1,0,200,"NJ"
"2312",2312,1,1,43,"MI"
"2313",2313,0,0,200,NA
"2314",2314,1,0,200,"NJ"
"2315",2315,0,0,200,NA
"2316",2316,0,0,200,NA
"2317",2317,0,0,200,NA
"2318",2318,1,0,200,"TN"
"2319",2319,1,0,200,"AZ"
"2320",2320,1,0,200,NA
"2321",2321,0,0,200,"IN"
"2322",2322,1,0,200,"IA"
"2323",2323,1,0,200,"CA"
"2324",2324,1,0,200,NA
"2325",2325,1,0,200,"AK"
"2326",2326,0,0,200,"NY"
"2327",2327,1,0,200,"GA"
"2328",2328,1,0,200,NA
"2329",2329,0,0,200,"KS"
"2330",2330,0,0,200,"LA"
"2331",2331,1,0,200,NA
"2332",2332,0,0,200,"AZ"
"2333",2333,0,0,200,NA
"2334",2334,1,0,200,NA
"2335",2335,1,0,200,NA
"2336",2336,0,0,200,NA
"2337",2337,0,0,200,NA
"2338",2338,1,0,200,"SC"
"2339",2339,0,0,200,NA
"2340",2340,1,0,200,NA
"2341",2341,0,0,200,NA
"2342",2342,0,0,200,NA
"2343",2343,1,0,200,NA
"2344",2344,0,0,200,NA
"2345",2345,1,0,200,NA
"2346",2346,1,0,200,NA
"2347",2347,0,0,200,"OR"
"2348",2348,0,0,200,NA
"2349",2349,0,0,200,"MO"
"2350",2350,1,0,200,"MO"
"2351",2351,0,0,200,"TN"
"2352",2352,1,0,200,NA
"2353",2353,1,0,200,"MT"
"2354",2354,0,0,200,NA
"2355",2355,1,0,200,NA
"2356",2356,1,0,200,"NV"
"2357",2357,0,0,200,"CO"
"2358",2358,0,0,200,"OR"
"2359",2359,0,0,200,"NE"
"2360",2360,1,0,200,NA
"2361",2361,1,0,200,NA
"2362",2362,0,0,200,NA
"2363",2363,1,0,200,"SD"
"2364",2364,1,0,200,"IL"
"2365",2365,1,0,200,"AL"
"2366",2366,0,0,200,NA
"2367",2367,1,0,200,NA
"2368",2368,0,0,200,NA
"2369",2369,0,0,200,"LA"
"2370",2370,0,0,200,"AR"
"2371",2371,0,0,200,NA
"2372",2372,1,0,200,NA
"2373",2373,0,0,200,NA
"2374",2374,0,0,200,NA
"2375",2375,0,0,200,NA
"2376",2376,1,0,200,"KY"
"2377",2377,1,0,200,NA
"2378",2378,1,0,200,"ND"
"2379",2379,1,0,200,NA
"2380",2380,1,0,200,NA
"2381",2381,0,0,200,"TN"
"2382",2382,1,0,200,NA
"2383",2383,0,0,200,NA
"2384",2384,1,0,200,NA
"2385",2385,0,0,200,"FL"
"2386",2386,1,0,200,NA
"2387",2387,1,0,200,"WY"
"2388",2388,0,0,200,"GA"
"2389",2389,1,0,200,"OK"
"2390",2390,0,0,200,NA
"2391",2391,0,0,200,"HI"
"2392",2392,0,0,200,NA
"2393",2393,1,0,200,NA
"2394",2394,1,1,53,"MO"
"2395",2395,0,0,200,NA
"2396",2396,1,0,200,"AR"
"2397",2397,1,0,200,NA
"2398",2398,1,1,33,"SC"
"2399",2399,1,0,200,NA
"2400",2400,1,0,200,"MI"
"2401",2401,0,0,200,"FL"
"2402",2402,0,0,200,"DE"
"2403",2403,1,0,200,"NY"
"2404",2404,0,0,200,NA
"2405",2405,0,0,200,NA
"2406",2406,0,0,200,NA
"2407",2407,1,0,200,NA
"2408",2408,1,0,200,NA
"2409",2409,0,0,200,NA
"2410",2410,0,0,200,NA
"2411",2411,1,0,200,NA
"2412",2412,1,0,200,NA
"2413",2413,1,0,200,NA
"2414",2414,0,0,200,NA
"2415",2415,0,0,200,NA
"2416",2416,1,0,200,"IA"
"2417",2417,1,0,200,"KS"
"2418",2418,1,0,200,"WV"
"2419",2419,0,1,37,"UT"
"2420",2420,0,0,200,NA
"2421",2421,0,0,200,NA
"2422",2422,0,0,200,"IA"
"2423",2423,1,0,200,"MI"
"2424",2424,0,0,200,NA
"2425",2425,1,0,200,"AZ"
"2426",2426,0,0,200,"WV"
"2427",2427,0,0,200,"SC"
"2428",2428,0,0,200,NA
"2429",2429,1,0,200,"WV"
"2430",2430,1,0,200,"CT"
"2431",2431,0,0,200,"SC"
"2432",2432,0,0,200,NA
"2433",2433,1,0,200,"HI"
"2434",2434,0,0,200,NA
"2435",2435,1,0,200,NA
"2436",2436,1,0,200,NA
"2437",2437,1,0,200,NA
"2438",2438,1,0,200,"IL"
"2439",2439,1,0,200,"IA"
"2440",2440,0,0,200,"LA"
"2441",2441,0,0,200,NA
"2442",2442,1,0,200,NA
"2443",2443,1,0,200,"IA"
"2444",2444,1,0,200,NA
"2445",2445,0,0,200,NA
"2446",2446,1,0,200,NA
"2447",2447,1,0,200,NA
"2448",2448,0,0,200,"LA"
"2449",2449,0,0,200,NA
"2450",2450,0,0,200,"WV"
"2451",2451,0,0,200,NA
"2452",2452,0,0,200,"SC"
"2453",2453,0,0,200,NA
"2454",2454,1,0,200,NA
"2455",2455,0,0,200,"CA"
"2456",2456,0,0,200,NA
"2457",2457,1,0,200,NA
"2458",2458,0,0,200,NA
"2459",2459,1,0,200,NA
"2460",2460,1,0,200,NA
"2461",2461,0,0,200,"HI"
"2462",2462,0,0,200,NA
"2463",2463,0,0,200,NA
"2464",2464,0,0,200,"RI"
"2465",2465,1,0,200,"AL"
"2466",2466,1,0,200,NA
"2467",2467,1,0,200,"CT"
"2468",2468,0,0,200,NA
"2469",2469,0,0,200,NA
"2470",2470,1,0,200,NA
"2471",2471,0,0,200,"MT"
"2472",2472,1,0,200,"CA"
"2473",2473,1,0,200,"OK"
"2474",2474,0,0,200,NA
"2475",2475,1,0,200,NA
"2476",2476,1,0,200,"MO"
"2477",2477,1,0,200,NA
"2478",2478,0,0,200,"MN"
"2479",2479,0,0,200,NA
"2480",2480,1,0,200,NA
"2481",2481,0,0,200,NA
"2482",2482,0,0,200,NA
"2483",2483,1,0,200,"AK"
"2484",2484,0,0,200,"ME"
"2485",2485,1,0,200,"PA"
"2486",2486,1,0,200,"TX"
"2487",2487,1,0,200,"WY"
"2488",2488,0,0,200,"MI"
"2489",2489,1,0,200,"CT"
"2490",2490,0,0,200,NA
"2491",2491,1,0,200,"OH"
"2492",2492,0,0,200,"NJ"
"2493",2493,0,0,200,"ID"
"2494",2494,0,0,200,NA
"2495",2495,0,0,200,"HI"
"2496",2496,1,0,200,"NM"
"2497",2497,0,0,200,"TN"
"2498",2498,1,0,200,NA
"2499",2499,1,0,200,"WV"
"2500",2500,1,0,200,"OK"
"2501",2501,1,0,200,NA
"2502",2502,0,0,200,NA
"2503",2503,0,0,200,NA
"2504",2504,1,0,200,"OH"
"2505",2505,1,0,200,NA
"2506",2506,1,0,200,NA
"2507",2507,0,0,200,"MS"
"2508",2508,1,0,200,NA
"2509",2509,0,0,200,NA
"2510",2510,0,0,200,NA
"2511",2511,1,0,200,NA
"2512",2512,1,0,200,"FL"
"2513",2513,0,0,200,NA
"2514",2514,1,0,200,NA
"2515",2515,1,0,200,NA
"2516",2516,1,0,200,"MS"
"2517",2517,1,0,200,NA
"2518",2518,0,0,200,"NJ"
"2519",2519,0,0,200,NA
"2520",2520,0,0,200,"MS"
"2521",2521,1,0,200,"SD"
"2522",2522,0,0,200,NA
"2523",2523,0,0,200,"MA"
"2524",2524,1,0,200,NA
"2525",2525,1,0,200,NA
"2526",2526,1,1,44,NA
"2527",2527,0,0,200,NA
"2528",2528,1,0,200,"SD"
"2529",2529,0,0,200,NA
"2530",2530,1,1,44,NA
"2531",2531,1,0,200,"SD"
"2532",2532,1,0,200,NA
"2533",2533,1,0,200,NA
"2534",2534,1,0,200,"CO"
"2535",2535,0,0,200,"FL"
"2536",2536,1,0,200,"WA"
"2537",2537,0,0,200,NA
"2538",2538,0,0,200,"MI"
"2539",2539,1,0,200,NA
"2540",2540,0,0,200,NA
"2541",2541,1,0,200,NA
"2542",2542,0,0,200,"NE"
"2543",2543,1,0,200,NA
"2544",2544,0,0,200,NA
"2545",2545,1,0,200,"NE"
"2546",2546,1,0,200,NA
"2547",2547,0,0,200,"CA"
"2548",2548,1,1,43,"NC"
"2549",2549,0,0,200,"SC"
"2550",2550,0,0,200,"TN"
"2551",2551,0,0,200,NA
"2552",2552,0,0,200,"IL"
"2553",2553,0,0,200,NA
"2554",2554,1,0,200,"NY"
"2555",2555,1,0,200,NA
"2556",2556,1,0,200,"HI"
"2557",2557,1,0,200,"MA"
"2558",2558,0,0,200,NA
"2559",2559,0,0,200,"WI"
"2560",2560,1,0,200,"AZ"
"2561",2561,1,0,200,NA
"2562",2562,1,0,200,NA
"2563",2563,0,0,200,NA
"2564",2564,1,0,200,NA
"2565",2565,1,0,200,NA
"2566",2566,0,0,200,NA
"2567",2567,0,0,200,NA
"2568",2568,0,0,200,"ND"
"2569",2569,1,1,43,NA
"2570",2570,0,0,200,"WI"
"2571",2571,0,0,200,"NY"
"2572",2572,0,0,200,NA
"2573",2573,0,0,200,"TN"
"2574",2574,0,0,200,"AL"
"2575",2575,0,0,200,NA
"2576",2576,1,0,200,"WA"
"2577",2577,0,0,200,NA
"2578",2578,1,0,200,"TX"
"2579",2579,0,0,200,NA
"2580",2580,0,0,200,NA
"2581",2581,1,0,200,NA
"2582",2582,1,0,200,NA
"2583",2583,0,0,200,"NE"
"2584",2584,1,0,200,NA
"2585",2585,0,0,200,NA
"2586",2586,1,0,200,"AR"
"2587",2587,1,0,200,NA
"2588",2588,0,0,200,NA
"2589",2589,1,1,49,"WA"
"2590",2590,0,0,200,NA
"2591",2591,1,0,200,"WA"
"2592",2592,0,0,200,"OH"
"2593",2593,1,0,200,"ID"
"2594",2594,0,0,200,NA
"2595",2595,1,1,44,"MD"
"2596",2596,0,0,200,"CO"
"2597",2597,0,0,200,"DE"
"2598",2598,0,0,200,NA
"2599",2599,1,0,200,NA
"2600",2600,0,0,200,"FL"
"2601",2601,0,0,200,NA
"2602",2602,1,0,200,"GA"
"2603",2603,1,0,200,NA
"2604",2604,0,0,200,"WY"
"2605",2605,0,0,200,"NH"
"2606",2606,1,0,200,"AZ"
"2607",2607,0,0,200,NA
"2608",2608,0,0,200,"CA"
"2609",2609,0,0,200,NA
"2610",2610,0,0,200,"GA"
"2611",2611,1,0,200,NA
"2612",2612,1,0,200,"NV"
"2613",2613,0,0,200,NA
"2614",2614,1,0,200,"NC"
"2615",2615,0,0,200,NA
"2616",2616,0,0,200,"AL"
"2617",2617,1,0,200,"IL"
"2618",2618,0,0,200,NA
"2619",2619,0,0,200,NA
"2620",2620,0,0,200,NA
"2621",2621,1,0,200,NA
"2622",2622,0,0,200,NA
"2623",2623,1,0,200,NA
"2624",2624,1,0,200,NA
"2625",2625,1,0,200,"OR"
"2626",2626,1,0,200,"AL"
"2627",2627,1,0,200,NA
"2628",2628,1,0,200,NA
"2629",2629,0,0,200,"AZ"
"2630",2630,1,0,200,"TX"
"2631",2631,1,0,200,"NJ"
"2632",2632,1,0,200,NA
"2633",2633,1,0,200,NA
"2634",2634,0,0,200,"MA"
"2635",2635,1,0,200,NA
"2636",2636,0,0,200,"NJ"
"2637",2637,0,0,200,"NY"
"2638",2638,0,0,200,NA
"2639",2639,0,0,200,"AL"
"2640",2640,1,0,200,"NY"
"2641",2641,0,0,200,NA
"2642",2642,0,0,200,"MD"
"2643",2643,0,0,200,NA
"2644",2644,0,0,200,"DE"
"2645",2645,1,0,200,NA
"2646",2646,1,0,200,NA
"2647",2647,0,0,200,NA
"2648",2648,1,0,200,NA
"2649",2649,1,0,200,"WV"
"2650",2650,1,0,200,"CO"
"2651",2651,1,0,200,"NY"
"2652",2652,0,0,200,"UT"
"2653",2653,1,0,200,NA
"2654",2654,1,0,200,NA
"2655",2655,0,0,200,NA
"2656",2656,1,0,200,"AL"
"2657",2657,0,0,200,"OK"
"2658",2658,0,0,200,NA
"2659",2659,0,0,200,NA
"2660",2660,0,0,200,NA
"2661",2661,0,0,200,NA
"2662",2662,1,0,200,NA
"2663",2663,1,0,200,NA
"2664",2664,1,0,200,NA
"2665",2665,0,0,200,NA
"2666",2666,0,0,200,NA
"2667",2667,1,0,200,NA
"2668",2668,1,0,200,"SD"
"2669",2669,1,0,200,NA
"2670",2670,0,0,200,NA
"2671",2671,0,0,200,"AL"
"2672",2672,0,0,200,NA
"2673",2673,0,0,200,NA
"2674",2674,1,0,200,"WI"
"2675",2675,1,0,200,NA
"2676",2676,0,0,200,NA
"2677",2677,1,0,200,"LA"
"2678",2678,0,0,200,NA
"2679",2679,0,0,200,NA
"2680",2680,1,0,200,"AR"
"2681",2681,0,0,200,NA
"2682",2682,0,0,200,NA
"2683",2683,0,0,200,"SD"
"2684",2684,0,0,200,NA
"2685",2685,1,0,200,NA
"2686",2686,1,0,200,NA
"2687",2687,1,1,39,"ID"
"2688",2688,0,0,200,NA
"2689",2689,1,0,200,NA
"2690",2690,1,0,200,NA
"2691",2691,0,0,200,"WI"
"2692",2692,1,0,200,NA
"2693",2693,0,0,200,"WV"
"2694",2694,1,0,200,NA
"2695",2695,0,0,200,NA
"2696",2696,0,0,200,NA
"2697",2697,0,0,200,NA
"2698",2698,0,0,200,NA
"2699",2699,1,0,200,NA
"2700",2700,1,0,200,NA
"2701",2701,0,0,200,"MO"
"2702",2702,0,0,200,NA
"2703",2703,0,0,200,"TX"
"2704",2704,1,0,200,NA
"2705",2705,0,0,200,"IL"
"2706",2706,1,0,200,"OH"
"2707",2707,0,0,200,"NE"
"2708",2708,1,0,200,NA
"2709",2709,1,0,200,"CA"
"2710",2710,0,0,200,"RI"
"2711",2711,1,0,200,NA
"2712",2712,0,0,200,NA
"2713",2713,0,0,200,NA
"2714",2714,1,0,200,"FL"
"2715",2715,0,0,200,"ID"
"2716",2716,1,0,200,NA
"2717",2717,0,0,200,"ID"
"2718",2718,0,0,200,NA
"2719",2719,1,0,200,"WI"
"2720",2720,1,0,200,NA
"2721",2721,1,0,200,"AZ"
"2722",2722,0,0,200,"DE"
"2723",2723,0,0,200,NA
"2724",2724,0,0,200,"IL"
"2725",2725,0,0,200,"AR"
"2726",2726,0,0,200,"WA"
"2727",2727,1,0,200,NA
"2728",2728,1,0,200,NA
"2729",2729,0,0,200,"WV"
"2730",2730,0,0,200,NA
"2731",2731,1,0,200,"AR"
"2732",2732,0,0,200,NA
"2733",2733,1,0,200,"OR"
"2734",2734,0,0,200,NA
"2735",2735,1,0,200,"LA"
"2736",2736,1,0,200,NA
"2737",2737,0,0,200,NA
"2738",2738,0,0,200,NA
"2739",2739,0,0,200,NA
"2740",2740,1,0,200,"KS"
"2741",2741,0,0,200,NA
"2742",2742,1,0,200,NA
"2743",2743,1,0,200,"MA"
"2744",2744,0,0,200,NA
"2745",2745,1,0,200,"VA"
"2746",2746,1,0,200,NA
"2747",2747,1,0,200,"WV"
"2748",2748,0,0,200,NA
"2749",2749,1,0,200,NA
"2750",2750,1,0,200,"MT"
"2751",2751,0,0,200,"LA"
"2752",2752,1,0,200,NA
"2753",2753,0,0,200,NA
"2754",2754,1,0,200,"TN"
"2755",2755,0,0,200,"SD"
"2756",2756,1,0,200,"MD"
"2757",2757,1,0,200,NA
"2758",2758,1,0,200,NA
"2759",2759,1,0,200,"SC"
"2760",2760,0,0,200,NA
"2761",2761,1,0,200,"IN"
"2762",2762,0,0,200,NA
"2763",2763,0,0,200,NA
"2764",2764,1,0,200,NA
"2765",2765,1,0,200,NA
"2766",2766,1,0,200,NA
"2767",2767,0,0,200,"WV"
"2768",2768,1,0,200,"SC"
"2769",2769,0,0,200,"KS"
"2770",2770,1,0,200,NA
"2771",2771,0,0,200,"MA"
"2772",2772,0,0,200,"MN"
"2773",2773,1,0,200,NA
"2774",2774,0,0,200,"NJ"
"2775",2775,0,0,200,"ID"
"2776",2776,1,0,200,"AL"
"2777",2777,1,0,200,"NY"
"2778",2778,1,0,200,NA
"2779",2779,0,0,200,"NH"
"2780",2780,0,0,200,NA
"2781",2781,0,0,200,NA
"2782",2782,1,0,200,"OH"
"2783",2783,0,0,200,"DE"
"2784",2784,1,0,200,"AR"
"2785",2785,0,0,200,NA
"2786",2786,0,0,200,NA
"2787",2787,1,0,200,"HI"
"2788",2788,1,0,200,NA
"2789",2789,0,0,200,NA
"2790",2790,1,0,200,"AK"
"2791",2791,0,0,200,NA
"2792",2792,1,0,200,"MI"
"2793",2793,0,0,200,NA
"2794",2794,1,0,200,NA
"2795",2795,1,0,200,"CA"
"2796",2796,1,0,200,NA
"2797",2797,1,0,200,"WA"
"2798",2798,1,0,200,NA
"2799",2799,1,0,200,NA
"2800",2800,0,0,200,NA
"2801",2801,1,1,45,NA
"2802",2802,0,0,200,"NC"
"2803",2803,0,0,200,NA
"2804",2804,1,0,200,NA
"2805",2805,1,0,200,"KS"
"2806",2806,0,0,200,"AK"
"2807",2807,1,0,200,"SD"
"2808",2808,0,0,200,NA
"2809",2809,0,0,200,"IA"
"2810",2810,1,0,200,NA
"2811",2811,0,0,200,"NJ"
"2812",2812,0,0,200,NA
"2813",2813,1,0,200,"GA"
"2814",2814,0,0,200,NA
"2815",2815,1,0,200,"IL"
"2816",2816,1,0,200,"SD"
"2817",2817,0,0,200,NA
"2818",2818,0,0,200,NA
"2819",2819,1,0,200,NA
"2820",2820,1,0,200,"PA"
"2821",2821,0,0,200,NA
"2822",2822,0,0,200,NA
"2823",2823,1,0,200,NA
"2824",2824,1,0,200,NA
"2825",2825,1,0,200,NA
"2826",2826,1,0,200,NA
"2827",2827,0,0,200,"NY"
"2828",2828,0,0,200,NA
"2829",2829,1,0,200,"ID"
"2830",2830,0,0,200,NA
"2831",2831,1,0,200,NA
"2832",2832,1,0,200,NA
"2833",2833,0,0,200,NA
"2834",2834,0,0,200,"ME"
"2835",2835,0,0,200,NA
"2836",2836,1,1,45,"NM"
"2837",2837,0,0,200,NA
"2838",2838,1,0,200,"MO"
"2839",2839,1,0,200,"KY"
"2840",2840,1,0,200,NA
"2841",2841,0,0,200,NA
"2842",2842,0,0,200,NA
"2843",2843,1,0,200,"NJ"
"2844",2844,1,0,200,"WI"
"2845",2845,0,0,200,NA
"2846",2846,0,0,200,"MN"
"2847",2847,1,0,200,NA
"2848",2848,0,0,200,NA
"2849",2849,0,0,200,"OK"
"2850",2850,1,0,200,"WA"
"2851",2851,0,0,200,"IL"
"2852",2852,1,0,200,NA
"2853",2853,0,0,200,"NE"
"2854",2854,1,0,200,"ME"
"2855",2855,1,0,200,"MI"
"2856",2856,1,0,200,"PA"
"2857",2857,1,0,200,NA
"2858",2858,1,0,200,NA
"2859",2859,0,0,200,NA
"2860",2860,1,0,200,NA
"2861",2861,0,0,200,"ND"
"2862",2862,0,0,200,"NV"
"2863",2863,0,0,200,NA
"2864",2864,0,0,200,NA
"2865",2865,0,0,200,"NV"
"2866",2866,1,0,200,NA
"2867",2867,1,0,200,NA
"2868",2868,0,0,200,NA
"2869",2869,1,1,58,"AR"
"2870",2870,0,0,200,NA
"2871",2871,1,0,200,NA
"2872",2872,1,0,200,"TX"
"2873",2873,1,0,200,NA
"2874",2874,0,0,200,NA
"2875",2875,0,0,200,"AZ"
"2876",2876,1,0,200,"MS"
"2877",2877,1,0,200,NA
"2878",2878,0,0,200,NA
"2879",2879,1,0,200,NA
"2880",2880,0,0,200,NA
"2881",2881,0,0,200,NA
"2882",2882,1,0,200,NA
"2883",2883,1,0,200,NA
"2884",2884,1,0,200,NA
"2885",2885,1,0,200,NA
"2886",2886,0,0,200,NA
"2887",2887,0,0,200,NA
"2888",2888,0,0,200,NA
"2889",2889,0,0,200,NA
"2890",2890,1,0,200,"NH"
"2891",2891,1,0,200,NA
"2892",2892,0,0,200,"IL"
"2893",2893,0,0,200,"WV"
"2894",2894,0,0,200,NA
"2895",2895,1,0,200,NA
"2896",2896,0,0,200,"NE"
"2897",2897,1,0,200,NA
"2898",2898,1,0,200,"KS"
"2899",2899,0,0,200,"NY"
"2900",2900,0,0,200,NA
"2901",2901,1,0,200,"IA"
"2902",2902,0,0,200,"MS"
"2903",2903,1,0,200,NA
"2904",2904,0,0,200,"FL"
"2905",2905,1,0,200,NA
"2906",2906,1,0,200,NA
"2907",2907,0,0,200,NA
"2908",2908,1,0,200,"AR"
"2909",2909,0,0,200,NA
"2910",2910,1,0,200,NA
"2911",2911,0,0,200,"AL"
"2912",2912,0,0,200,NA
"2913",2913,0,0,200,NA
"2914",2914,0,0,200,NA
"2915",2915,0,0,200,NA
"2916",2916,0,0,200,NA
"2917",2917,0,0,200,"NH"
"2918",2918,0,0,200,NA
"2919",2919,0,0,200,"DE"
"2920",2920,1,0,200,"TN"
"2921",2921,0,0,200,NA
"2922",2922,0,0,200,NA
"2923",2923,0,0,200,"AZ"
"2924",2924,1,0,200,NA
"2925",2925,0,0,200,"MA"
"2926",2926,0,0,200,"MT"
"2927",2927,1,0,200,"MN"
"2928",2928,1,0,200,"PA"
"2929",2929,1,0,200,"FL"
"2930",2930,1,0,200,"AR"
"2931",2931,1,0,200,NA
"2932",2932,0,0,200,NA
"2933",2933,0,0,200,NA
"2934",2934,0,0,200,"AZ"
"2935",2935,0,0,200,NA
"2936",2936,0,0,200,NA
"2937",2937,0,0,200,"WI"
"2938",2938,0,0,200,"WV"
"2939",2939,0,0,200,"MA"
"2940",2940,0,0,200,NA
"2941",2941,0,0,200,NA
"2942",2942,0,0,200,"NJ"
"2943",2943,1,0,200,NA
"2944",2944,1,0,200,NA
"2945",2945,1,0,200,"PA"
"2946",2946,0,0,200,"CT"
"2947",2947,0,0,200,NA
"2948",2948,0,0,200,NA
"2949",2949,0,0,200,"IN"
"2950",2950,1,0,200,NA
"2951",2951,0,0,200,NA
"2952",2952,1,0,200,NA
"2953",2953,1,0,200,NA
"2954",2954,1,0,200,"IN"
"2955",2955,1,0,200,"MI"
"2956",2956,1,0,200,NA
"2957",2957,1,0,200,"ND"
"2958",2958,0,0,200,NA
"2959",2959,1,0,200,NA
"2960",2960,1,0,200,NA
"2961",2961,1,0,200,NA
"2962",2962,0,0,200,"MT"
"2963",2963,1,0,200,NA
"2964",2964,0,0,200,NA
"2965",2965,0,0,200,NA
"2966",2966,1,0,200,NA
"2967",2967,1,0,200,NA
"2968",2968,0,0,200,NA
"2969",2969,1,0,200,"WY"
"2970",2970,0,0,200,"CA"
"2971",2971,0,0,200,NA
"2972",2972,1,0,200,NA
"2973",2973,1,0,200,NA
"2974",2974,1,0,200,"NV"
"2975",2975,1,1,46,NA
"2976",2976,0,0,200,NA
"2977",2977,1,0,200,NA
"2978",2978,0,0,200,NA
"2979",2979,1,0,200,NA
"2980",2980,1,0,200,NA
"2981",2981,1,0,200,NA
"2982",2982,0,0,200,"NJ"
"2983",2983,1,0,200,NA
"2984",2984,0,0,200,"TN"
"2985",2985,0,0,200,NA
"2986",2986,0,0,200,NA
"2987",2987,0,0,200,NA
"2988",2988,0,0,200,NA
"2989",2989,1,0,200,NA
"2990",2990,0,0,200,"OR"
"2991",2991,1,0,200,"NC"
"2992",2992,1,0,200,NA
"2993",2993,1,0,200,NA
"2994",2994,1,0,200,NA
"2995",2995,1,0,200,"OK"
"2996",2996,1,0,200,NA
"2997",2997,1,0,200,"AK"
"2998",2998,1,0,200,NA
"2999",2999,1,0,200,"NM"
"3000",3000,1,0,200,"IL"
"3001",3001,0,0,200,"VT"
"3002",3002,1,0,200,"MI"
"3003",3003,0,0,200,NA
"3004",3004,0,0,200,NA
"3005",3005,1,0,200,"RI"
"3006",3006,0,0,200,"GA"
"3007",3007,0,0,200,NA
"3008",3008,0,0,200,"UT"
"3009",3009,1,0,200,"VA"
"3010",3010,0,0,200,NA
"3011",3011,0,0,200,NA
"3012",3012,1,0,200,"IL"
"3013",3013,1,0,200,"WI"
"3014",3014,0,0,200,"MA"
"3015",3015,0,0,200,NA
"3016",3016,1,0,200,NA
"3017",3017,1,0,200,"WI"
"3018",3018,0,0,200,"LA"
"3019",3019,0,0,200,NA
"3020",3020,1,0,200,NA
"3021",3021,1,0,200,"RI"
"3022",3022,1,0,200,NA
"3023",3023,1,0,200,NA
"3024",3024,0,0,200,"SC"
"3025",3025,0,0,200,"SD"
"3026",3026,0,0,200,NA
"3027",3027,1,0,200,"NC"
"3028",3028,1,0,200,"WY"
"3029",3029,1,0,200,"DE"
"3030",3030,1,0,200,NA
"3031",3031,1,0,200,"GA"
"3032",3032,0,0,200,"KS"
"3033",3033,1,0,200,"VT"
"3034",3034,0,0,200,"OK"
"3035",3035,1,0,200,NA
"3036",3036,1,0,200,"ND"
"3037",3037,1,0,200,NA
"3038",3038,1,0,200,NA
"3039",3039,0,0,200,NA
"3040",3040,0,0,200,NA
"3041",3041,0,0,200,NA
"3042",3042,1,0,200,NA
"3043",3043,0,0,200,NA
"3044",3044,0,0,200,NA
"3045",3045,0,0,200,"OR"
"3046",3046,0,0,200,NA
"3047",3047,1,0,200,NA
"3048",3048,1,0,200,NA
"3049",3049,1,0,200,"WY"
"3050",3050,0,0,200,NA
"3051",3051,0,0,200,"OH"
"3052",3052,1,0,200,"ID"
"3053",3053,1,0,200,"HI"
"3054",3054,1,0,200,NA
"3055",3055,1,0,200,NA
